author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
Базис,developer,https://spb.cian.ru/sale/flat/301311414/,Санкт-Петербург,sale,flat,12,12,1,37.4,-1,0,,Приморский,Белоостровская ,7,Лесная,Белый остров
ТРЕНД,real_estate_agent,https://spb.cian.ru/sale/flat/302632267/,Санкт-Петербург,sale,flat,1,9,2,63.2,-1,0,7149000.0,Пушкинский,шоссе Колпинское,40к1,Шушары,
ПРАЙМ недвижимость - Пушкинская,real_estate_agent,https://spb.cian.ru/sale/flat/299595385/,Санкт-Петербург,sale,flat,8,24,2,54.0,-1,0,10690000.0,Приморский,Парашютная ,54,Комендантский проспект,Юбилейный квартал
ЛСР Санкт-Петербург,developer,https://spb.cian.ru/sale/flat/298050421/,Санкт-Петербург,sale,flat,15,15,1,32.03,-1,0,10842155.0,Василеостровский,Гавань,9,Горный институт,Морская Набережная ЖК
ТРЕНД,real_estate_agent,https://spb.cian.ru/sale/flat/302678190/,Санкт-Петербург,sale,flat,3,25,1,30.9,-1,0,7200000.0,Приморский, Плесецкая,10,Комендантский проспект,Полис на Комендантском
Балтийская коммерция,developer,https://spb.cian.ru/sale/flat/300611014/,Санкт-Петербург,sale,flat,5,9,1,52.5,-1,0,19500000.0,Петроградский, Чапаева,17к2,Горьковская,Мануфактура James Beck
ТРЕНД,real_estate_agent,https://spb.cian.ru/sale/flat/303277076/,Санкт-Петербург,sale,flat,17,24,2,73.1,-1,0,16500000.0,Красносельский,бульвар Балтийский,4,Ленинский проспект,Паруса
ЛСР Санкт-Петербург,developer,https://spb.cian.ru/sale/flat/299236560/,Санкт-Петербург,sale,flat,3,22,2,50.5,-1,0,8266850.0,Красногвардейский,Полюстрово,,Девяткино,Цветной Город
ТРЕНД,real_estate_agent,https://spb.cian.ru/sale/flat/303979218/,Санкт-Петербург,sale,flat,3,5,4,95.9,-1,0,20000000.0,Центральный,6-я Советская ,22/22,Площадь Восстания,
GloraX,developer,https://spb.cian.ru/sale/flat/297535410/,Санкт-Петербург,sale,flat,2,15,1,32.42,-1,0,6174116.0,Выборгский,,,,Глоракс Парголово ЖК
ТРЕНД,real_estate_agent,https://spb.cian.ru/sale/flat/302632982/,Санкт-Петербург,sale,flat,2,26,4,114.1,-1,0,21000000.0,Невский, Ворошилова,31к3,Проспект Большевиков,Ладожский парк
Петербургская Строительная Компания,developer,https://spb.cian.ru/sale/flat/299495918/,Санкт-Петербург,sale,flat,2,9,1,54.71,-1,0,22431100.0,Центральный,проспект Бакунина,,Площадь Александра Невского,Bakunina 33
ТРЕНД,real_estate_agent,https://spb.cian.ru/sale/flat/302632546/,Санкт-Петербург,sale,flat,2,15,3,110.5,-1,0,22001000.0,Выборгский, Асафьева,9К1,Проспект Просвещения,
Балтийская коммерция,developer,https://spb.cian.ru/sale/flat/296517684/,Санкт-Петербург,sale,flat,4,9,2,58.6,-1,0,22850000.0,Петроградский, Чапаева,17к2,Горьковская,Мануфактура James Beck
ТРЕНД,real_estate_agent,https://spb.cian.ru/sale/flat/302631569/,Санкт-Петербург,sale,flat,4,4,3,193.0,-1,0,35000000.0,Василеостровский,7-я Васильевского острова линия,28,Василеостровская,
Петербургская Недвижимость,representative_developer,https://spb.cian.ru/sale/flat/296753880/,Санкт-Петербург,sale,flat,1,8,1,76.5,-1,0,22950000.0,Петроградский,Петровский проспект,24к2,Крестовский остров,Петровский квартал на воде
NF GROUP  St Petersburg,real_estate_agent,https://spb.cian.ru/sale/flat/289478924/,Санкт-Петербург,sale,flat,1,6,3,201.8,-1,0,58320000.0,Петроградский,набережная Мартынова,74Д,Крестовский остров,
GloraX,developer,https://spb.cian.ru/sale/flat/300830637/,Санкт-Петербург,sale,flat,14,15,2,51.74,-1,0,10939999.0,Выборгский,,,,Глоракс Парголово ЖК
ЛСР Санкт-Петербург,developer,https://spb.cian.ru/sale/flat/304615213/,Санкт-Петербург,sale,flat,7,9,1,42.7,-1,0,18032210.0,Петроградский,Петровский проспект,9к2,Спортивная,Neva Haus
Главстрой Санкт-Петербург,developer,https://spb.cian.ru/sale/flat/297361049/,Санкт-Петербург,sale,flat,5,24,3,54.9,-1,0,10557270.0,Приморский, Ивинская,19к1,Комендантский проспект,Юнтолово
Свой Мир,real_estate_agent,https://spb.cian.ru/sale/flat/297358768/,Санкт-Петербург,sale,flat,2,4,1,35.9,-1,0,5950000.0,Пушкинский, Сарицкая,9,Купчино,ЭкспоГрад 4
Красная Стрела,developer,https://spb.cian.ru/sale/flat/291720442/,Санкт-Петербург,sale,flat,3,9,1,26.91,-1,0,11322083.0,Василеостровский,7-я Васильевского острова линия,84,Василеостровская,Регенбоген
Свой Мир,real_estate_agent,https://spb.cian.ru/sale/flat/303441753/,Санкт-Петербург,sale,flat,12,12,3,61.2,-1,0,8500000.0,Красногвардейский, Коммуны,48Б,Ладожская,
Интергрупп,developer,https://spb.cian.ru/sale/flat/300486334/,Санкт-Петербург,sale,flat,4,9,1,32.44,-1,0,5157960.0,Колпинский,Заречье тер.,,Рыбацкое,Квартал Заречье
Свой Мир,real_estate_agent,https://spb.cian.ru/sale/flat/293976174/,Санкт-Петербург,sale,flat,6,18,1,41.8,-1,0,11400000.0,Невский,Октябрьская набережная,40,Проспект Большевиков,Цивилизация на Неве
Петербургская Строительная Компания,developer,https://spb.cian.ru/sale/flat/293263776/,Санкт-Петербург,sale,flat,5,9,2,64.56,-1,0,26469600.0,Центральный,проспект Бакунина,,Площадь Александра Невского,Bakunina 33
Свой Мир,real_estate_agent,https://spb.cian.ru/sale/flat/299450602/,Санкт-Петербург,sale,flat,15,18,1,42.8,-1,0,11500000.0,Невский,Октябрьская набережная,40,Проспект Большевиков,Цивилизация на Неве
Петербургская Недвижимость,representative_developer,https://spb.cian.ru/sale/flat/303812817/,Санкт-Петербург,sale,flat,8,8,2,68.2,-1,0,31303800.0,Петроградский,Петровский проспект,26к2,Чкаловская,The One
Свой Мир,real_estate_agent,https://spb.cian.ru/sale/flat/304601800/,Санкт-Петербург,sale,flat,2,12,1,34.5,-1,0,11750000.0,Московский,Благодатная ,50,Электросила,iD Park Pobedy
Петербургская Недвижимость,representative_developer,https://spb.cian.ru/sale/flat/296753888/,Санкт-Петербург,sale,flat,1,8,2,71.4,-1,0,26418000.0,Петроградский,Петровский проспект,24к2,Крестовский остров,Петровский квартал на воде
Свой Мир,real_estate_agent,https://spb.cian.ru/sale/flat/303281612/,Санкт-Петербург,sale,flat,1,3,2,54.3,-1,0,13900000.0,Петродворцовый,Санкт-Петербургский проспект,25,Ленинский проспект,
Петербургская Недвижимость,representative_developer,https://spb.cian.ru/sale/flat/299870488/,Санкт-Петербург,sale,flat,5,8,1,40.9,-1,0,17587000.0,Петроградский,Петровский проспект,28к1,Крестовский остров,Grand View
ПАН Партнер,real_estate_agent,https://spb.cian.ru/sale/flat/304127205/,Санкт-Петербург,sale,flat,2,5,2,45.8,-1,0,6850000.0,Калининский, Софьи Ковалевской,11К2,Академическая,
VEREN GROUP,developer,https://spb.cian.ru/sale/flat/285685240/,Санкт-Петербург,sale,flat,2,3,2,49.9,-1,0,11062547.0,Петродворцовый,Красносельское шоссе,22,Ленинский проспект,Veren Village Стрельна
ТРЕНД,real_estate_agent,https://spb.cian.ru/sale/flat/304168917/,Санкт-Петербург,sale,flat,3,5,2,47.9,-1,0,10999000.0,Невский,проспект Обуховской обороны,71,Елизаровская,
NF GROUP  St Petersburg,real_estate_agent,https://spb.cian.ru/sale/flat/299922056/,Санкт-Петербург,sale,flat,2,9,2,159.3,-1,0,122660000.0,Центральный,набережная Реки Фонтанки,76к2,Звенигородская,Фонтанка 76
Петербургская Строительная Компания,developer,https://spb.cian.ru/sale/flat/284740254/,Санкт-Петербург,sale,flat,3,7,2,59.2,-1,0,23916776.0,Петроградский,набережная Реки Карповки,31к2,Петроградская,Северная Корона
ТРЕНД,real_estate_agent,https://spb.cian.ru/sale/flat/304227976/,Санкт-Петербург,sale,flat,22,24,1,28.0,-1,0,6100000.0,Невский, Русановская,18к7,Ломоносовская,
ID 112999821,homeowner,https://spb.cian.ru/sale/flat/298335675/,Санкт-Петербург,sale,flat,2,9,2,50.5,-1,0,8500000.0,Красногвардейский,проспект Энергетиков,68,Ладожская,
Красная стрела,developer,https://spb.cian.ru/sale/flat/268560182/,Санкт-Петербург,sale,flat,7,7,2,54.7,-1,0,24300000.0,Адмиралтейский,Звенигородская ,7к2,Звенигородская,Артхаус
BE HOME,real_estate_agent,https://spb.cian.ru/sale/flat/297243992/,Санкт-Петербург,sale,flat,9,13,1,30.8,-1,0,7500000.0,Приморский,Планерная ,91к2,Комендантский проспект,New Time
ЛСР Санкт-Петербург,developer,https://spb.cian.ru/sale/flat/294660896/,Санкт-Петербург,sale,flat,2,16,2,59.76,-1,0,14826456.0,Василеостровский,Гавань,,Приморская,Морская Набережная ЖК
CENTURY 21 Capital Petersburg,real_estate_agent,https://spb.cian.ru/sale/flat/304055998/,Санкт-Петербург,sale,flat,13,23,1,34.8,-1,0,7750000.0,Невский, Архивная,11к1,Проспект Большевиков,Цивилизация
Петербургская Недвижимость,representative_developer,https://spb.cian.ru/sale/flat/303932132/,Санкт-Петербург,sale,flat,2,8,2,58.2,-1,0,27237600.0,Петроградский,Петровский проспект,28к2,Крестовский остров,Grand View
ТРЕНД,real_estate_agent,https://spb.cian.ru/sale/flat/302631472/,Санкт-Петербург,sale,flat,8,9,1,44.0,-1,0,8300000.0,Пушкинский,Кедринская ,8,Звездная,
Городская Недвижимость,real_estate_agent,https://spb.cian.ru/sale/flat/303301718/,Санкт-Петербург,sale,flat,8,9,2,80.6,-1,0,14500000.0,Василеостровский, Шевченко,23к1,Горный институт,
Петербургская Недвижимость,representative_developer,https://spb.cian.ru/sale/flat/300317164/,Санкт-Петербург,sale,flat,9,10,1,35.4,-1,0,16567200.0,Выборгский,Манчестерская ,5к1,Удельная,Svetlana Park
ТРЕНД,real_estate_agent,https://spb.cian.ru/sale/flat/304553518/,Санкт-Петербург,sale,flat,6,9,3,65.7,-1,0,15300000.0,Невский,проспект Солидарности,12к2К,Улица Дыбенко,
ЛСР Санкт-Петербург,developer,https://spb.cian.ru/sale/flat/299236531/,Санкт-Петербург,sale,flat,2,22,3,63.2,-1,0,9644320.0,Красногвардейский,Полюстрово,,Девяткино,Цветной Город
